fips,county_name,state,brief,generated_at
34003,Union County,NJ,"## Union County, New Jersey

**Overall Score: 84.4/100 (Thriving)**

Union County continues to demonstrate strong outcomes across all pillars. With a population of 335,626 and 48 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.8/100
- Health & resource access: 62.7/100
- Environmental quality: 94.7/100
- Safety index: 89.8/100

**Year-over-Year Change:** +1.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
34004,Warren County,NJ,"## Warren County, New Jersey

**Overall Score: 70.1/100 (Moderate)**

Warren County shows solid fundamentals with room for targeted improvement. With a population of 300,099 and 76 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 77.6/100
- Health & resource access: 73.4/100
- Environmental quality: 64.2/100
- Safety index: 66.8/100

**Year-over-Year Change:** -0.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
35001,Clark County,NM,"## Clark County, New Mexico

**Overall Score: 28.8/100 (At Risk)**

Clark County faces notable challenges that require coordinated intervention. With a population of 697,786 and 37 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 23.7/100
- Health & resource access: 16.0/100
- Environmental quality: 20.5/100
- Safety index: 19.8/100

**Year-over-Year Change:** -1.2 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-24T23:12:38.028607
35002,Montgomery County,NM,"## Montgomery County, New Mexico

**Overall Score: 53.5/100 (Moderate)**

Montgomery County shows solid fundamentals with room for targeted improvement. With a population of 80,965 and 21 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 35.5/100
- Health & resource access: 47.7/100
- Environmental quality: 59.0/100
- Safety index: 59.8/100

**Year-over-Year Change:** +4.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
35003,Adams County,NM,"## Adams County, New Mexico

**Overall Score: 65.4/100 (Moderate)**

Adams County shows solid fundamentals with room for targeted improvement. With a population of 348,140 and 75 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.8/100
- Health & resource access: 55.6/100
- Environmental quality: 73.4/100
- Safety index: 68.8/100

**Year-over-Year Change:** +3.0 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
35004,Carroll County,NM,"## Carroll County, New Mexico

**Overall Score: 64.1/100 (Moderate)**

Carroll County shows solid fundamentals with room for targeted improvement. With a population of 644,565 and 59 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 75.2/100
- Health & resource access: 66.0/100
- Environmental quality: 66.3/100
- Safety index: 57.2/100

**Year-over-Year Change:** +1.8 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
36001,Henry County,NY,"## Henry County, New York

**Overall Score: 43.2/100 (At Risk)**

Henry County faces notable challenges that require coordinated intervention. With a population of 331,401 and 8 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 42.6/100
- Health & resource access: 52.7/100
- Environmental quality: 52.9/100
- Safety index: 36.0/100

**Year-over-Year Change:** -1.9 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-27T23:12:38.028607
36002,Marshall County,NY,"## Marshall County, New York

**Overall Score: 64.9/100 (Moderate)**

Marshall County shows solid fundamentals with room for targeted improvement. With a population of 133,812 and 3 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 66.7/100
- Health & resource access: 79.0/100
- Environmental quality: 60.7/100
- Safety index: 65.4/100

**Year-over-Year Change:** -2.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
36003,Lawrence County,NY,"## Lawrence County, New York

**Overall Score: 67.9/100 (Moderate)**

Lawrence County shows solid fundamentals with room for targeted improvement. With a population of 424,359 and 8 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 75.0/100
- Health & resource access: 67.5/100
- Environmental quality: 80.3/100
- Safety index: 64.7/100

**Year-over-Year Change:** -2.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
36004,Morgan County,NY,"## Morgan County, New York

**Overall Score: 66.7/100 (Moderate)**

Morgan County shows solid fundamentals with room for targeted improvement. With a population of 432,707 and 5 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.0/100
- Health & resource access: 55.5/100
- Environmental quality: 71.6/100
- Safety index: 63.0/100

**Year-over-Year Change:** -1.7 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
37001,Perry County,NC,"## Perry County, North Carolina

**Overall Score: 68.7/100 (Moderate)**

Perry County shows solid fundamentals with room for targeted improvement. With a population of 464,839 and 78 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 65.8/100
- Health & resource access: 63.2/100
- Environmental quality: 61.8/100
- Safety index: 65.7/100

**Year-over-Year Change:** +1.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
37002,Pike County,NC,"## Pike County, North Carolina

**Overall Score: 69.9/100 (Moderate)**

Pike County shows solid fundamentals with room for targeted improvement. With a population of 564,379 and 68 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 60.3/100
- Health & resource access: 71.0/100
- Environmental quality: 86.3/100
- Safety index: 78.7/100

**Year-over-Year Change:** +2.8 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
37003,Shelby County,NC,"## Shelby County, North Carolina

**Overall Score: 33.1/100 (At Risk)**

Shelby County faces notable challenges that require coordinated intervention. With a population of 189,926 and 80 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 49.3/100
- Health & resource access: 27.6/100
- Environmental quality: 30.0/100
- Safety index: 37.4/100

**Year-over-Year Change:** +2.1 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-28T23:12:38.028607
37004,Sullivan County,NC,"## Sullivan County, North Carolina

**Overall Score: 84.6/100 (Thriving)**

Sullivan County continues to demonstrate strong outcomes across all pillars. With a population of 722,220 and 75 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 93.6/100
- Health & resource access: 74.9/100
- Environmental quality: 78.4/100
- Safety index: 76.1/100

**Year-over-Year Change:** -1.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
38001,Wayne County,ND,"## Wayne County, North Dakota

**Overall Score: 38.5/100 (At Risk)**

Wayne County faces notable challenges that require coordinated intervention. With a population of 843,012 and 38 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 57.5/100
- Health & resource access: 32.1/100
- Environmental quality: 48.3/100
- Safety index: 28.8/100

**Year-over-Year Change:** +1.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
38002,Lake County,ND,"## Lake County, North Dakota

**Overall Score: 68.9/100 (Moderate)**

Lake County shows solid fundamentals with room for targeted improvement. With a population of 904,840 and 14 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 72.9/100
- Health & resource access: 76.2/100
- Environmental quality: 71.9/100
- Safety index: 66.6/100

**Year-over-Year Change:** +5.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
38003,Orange County,ND,"## Orange County, North Dakota

**Overall Score: 37.7/100 (At Risk)**

Orange County faces notable challenges that require coordinated intervention. With a population of 691,501 and 27 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 40.0/100
- Health & resource access: 41.2/100
- Environmental quality: 20.2/100
- Safety index: 25.6/100

**Year-over-Year Change:** +2.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
38004,Lee County,ND,"## Lee County, North Dakota

**Overall Score: 57.9/100 (Moderate)**

Lee County shows solid fundamentals with room for targeted improvement. With a population of 537,057 and 25 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 60.2/100
- Health & resource access: 73.0/100
- Environmental quality: 70.6/100
- Safety index: 51.8/100

**Year-over-Year Change:** +5.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
39001,Scott County,OH,"## Scott County, Ohio

**Overall Score: 71.0/100 (Moderate)**

Scott County shows solid fundamentals with room for targeted improvement. With a population of 820,085 and 46 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.5/100
- Health & resource access: 61.7/100
- Environmental quality: 66.6/100
- Safety index: 77.1/100

**Year-over-Year Change:** -1.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
39002,Douglas County,OH,"## Douglas County, Ohio

**Overall Score: 45.4/100 (At Risk)**

Douglas County faces notable challenges that require coordinated intervention. With a population of 900,931 and 80 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 40.1/100
- Health & resource access: 37.3/100
- Environmental quality: 56.5/100
- Safety index: 41.4/100

**Year-over-Year Change:** +2.2 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
39003,Fulton County,OH,"## Fulton County, Ohio

**Overall Score: 47.3/100 (At Risk)**

Fulton County faces notable challenges that require coordinated intervention. With a population of 631,945 and 13 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 45.1/100
- Health & resource access: 29.9/100
- Environmental quality: 67.4/100
- Safety index: 45.1/100

**Year-over-Year Change:** -2.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-29T23:12:38.028607
39004,Hancock County,OH,"## Hancock County, Ohio

**Overall Score: 60.6/100 (Moderate)**

Hancock County shows solid fundamentals with room for targeted improvement. With a population of 559,963 and 14 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 46.5/100
- Health & resource access: 49.6/100
- Environmental quality: 46.8/100
- Safety index: 59.9/100

**Year-over-Year Change:** -4.8 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
40001,Knox County,OK,"## Knox County, Oklahoma

**Overall Score: 43.4/100 (At Risk)**

Knox County faces notable challenges that require coordinated intervention. With a population of 245,547 and 20 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 49.2/100
- Health & resource access: 44.4/100
- Environmental quality: 50.1/100
- Safety index: 51.1/100

**Year-over-Year Change:** -0.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-24T23:12:38.028607
40002,Logan County,OK,"## Logan County, Oklahoma

**Overall Score: 56.0/100 (Moderate)**

Logan County shows solid fundamentals with room for targeted improvement. With a population of 926,964 and 19 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 46.7/100
- Health & resource access: 38.1/100
- Environmental quality: 53.3/100
- Safety index: 45.8/100

**Year-over-Year Change:** -0.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
40003,Putnam County,OK,"## Putnam County, Oklahoma

**Overall Score: 61.1/100 (Moderate)**

Putnam County shows solid fundamentals with room for targeted improvement. With a population of 389,995 and 33 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 72.2/100
- Health & resource access: 43.8/100
- Environmental quality: 48.3/100
- Safety index: 60.7/100

**Year-over-Year Change:** -0.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
40004,Russell County,OK,"## Russell County, Oklahoma

**Overall Score: 52.4/100 (Moderate)**

Russell County shows solid fundamentals with room for targeted improvement. With a population of 883,679 and 27 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 38.4/100
- Health & resource access: 51.1/100
- Environmental quality: 60.0/100
- Safety index: 64.3/100

**Year-over-Year Change:** -0.8 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
41001,Randolph County,OR,"## Randolph County, Oregon

**Overall Score: 71.5/100 (Moderate)**

Randolph County shows solid fundamentals with room for targeted improvement. With a population of 864,572 and 28 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.6/100
- Health & resource access: 67.6/100
- Environmental quality: 81.2/100
- Safety index: 53.6/100

**Year-over-Year Change:** -1.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
41002,Crawford County,OR,"## Crawford County, Oregon

**Overall Score: 56.0/100 (Moderate)**

Crawford County shows solid fundamentals with room for targeted improvement. With a population of 900,512 and 18 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 67.5/100
- Health & resource access: 62.9/100
- Environmental quality: 48.9/100
- Safety index: 66.8/100

**Year-over-Year Change:** +4.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
41003,Fayette County,OR,"## Fayette County, Oregon

**Overall Score: 51.7/100 (Moderate)**

Fayette County shows solid fundamentals with room for targeted improvement. With a population of 481,041 and 47 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 68.9/100
- Health & resource access: 56.1/100
- Environmental quality: 60.4/100
- Safety index: 56.3/100

**Year-over-Year Change:** -0.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
41004,Delaware County,OR,"## Delaware County, Oregon

**Overall Score: 45.2/100 (At Risk)**

Delaware County faces notable challenges that require coordinated intervention. With a population of 111,896 and 45 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 49.9/100
- Health & resource access: 40.1/100
- Environmental quality: 48.7/100
- Safety index: 46.2/100

**Year-over-Year Change:** +3.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-24T23:12:38.028607
42001,Harrison County,PA,"## Harrison County, Pennsylvania

**Overall Score: 49.9/100 (At Risk)**

Harrison County faces notable challenges that require coordinated intervention. With a population of 13,506 and 13 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 64.6/100
- Health & resource access: 46.1/100
- Environmental quality: 46.3/100
- Safety index: 47.8/100

**Year-over-Year Change:** -3.2 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-25T23:12:38.028607
42002,Howard County,PA,"## Howard County, Pennsylvania

**Overall Score: 75.6/100 (Thriving)**

Howard County continues to demonstrate strong outcomes across all pillars. With a population of 135,767 and 9 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 90.9/100
- Health & resource access: 65.5/100
- Environmental quality: 70.6/100
- Safety index: 76.5/100

**Year-over-Year Change:** -2.0 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
42003,Johnson County,PA,"## Johnson County, Pennsylvania

**Overall Score: 52.4/100 (Moderate)**

Johnson County shows solid fundamentals with room for targeted improvement. With a population of 610,980 and 33 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 50.4/100
- Health & resource access: 56.5/100
- Environmental quality: 44.3/100
- Safety index: 42.7/100

**Year-over-Year Change:** -0.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
42004,Mercer County,PA,"## Mercer County, Pennsylvania

**Overall Score: 69.1/100 (Moderate)**

Mercer County shows solid fundamentals with room for targeted improvement. With a population of 386,120 and 11 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 69.1/100
- Health & resource access: 61.2/100
- Environmental quality: 67.6/100
- Safety index: 64.9/100

**Year-over-Year Change:** -3.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
44001,Noble County,RI,"## Noble County, Rhode Island

**Overall Score: 58.8/100 (Moderate)**

Noble County shows solid fundamentals with room for targeted improvement. With a population of 399,435 and 35 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 49.5/100
- Health & resource access: 76.9/100
- Environmental quality: 62.1/100
- Safety index: 65.4/100

**Year-over-Year Change:** +1.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
44002,Owen County,RI,"## Owen County, Rhode Island

**Overall Score: 64.5/100 (Moderate)**

Owen County shows solid fundamentals with room for targeted improvement. With a population of 147,890 and 8 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 66.9/100
- Health & resource access: 59.9/100
- Environmental quality: 62.0/100
- Safety index: 54.2/100

**Year-over-Year Change:** -2.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
44003,Ripley County,RI,"## Ripley County, Rhode Island

**Overall Score: 38.5/100 (At Risk)**

Ripley County faces notable challenges that require coordinated intervention. With a population of 149,403 and 11 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 26.8/100
- Health & resource access: 25.3/100
- Environmental quality: 16.3/100
- Safety index: 34.1/100

**Year-over-Year Change:** +0.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
44004,Spencer County,RI,"## Spencer County, Rhode Island

**Overall Score: 64.1/100 (Moderate)**

Spencer County shows solid fundamentals with room for targeted improvement. With a population of 425,568 and 72 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 65.4/100
- Health & resource access: 67.5/100
- Environmental quality: 47.0/100
- Safety index: 61.7/100

**Year-over-Year Change:** +3.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
45001,Stark County,SC,"## Stark County, South Carolina

**Overall Score: 45.1/100 (At Risk)**

Stark County faces notable challenges that require coordinated intervention. With a population of 846,171 and 50 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 39.8/100
- Health & resource access: 45.1/100
- Environmental quality: 43.9/100
- Safety index: 41.9/100

**Year-over-Year Change:** -1.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-25T23:12:38.028607
45002,Taylor County,SC,"## Taylor County, South Carolina

**Overall Score: 19.4/100 (Critical)**

Taylor County is in critical need of immediate, multi-sector support. With a population of 844,020 and 69 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 26.8/100
- Health & resource access: 14.0/100
- Environmental quality: 25.3/100
- Safety index: 17.0/100

**Year-over-Year Change:** -2.6 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
45003,Wabash County,SC,"## Wabash County, South Carolina

**Overall Score: 38.8/100 (At Risk)**

Wabash County faces notable challenges that require coordinated intervention. With a population of 351,848 and 40 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 42.7/100
- Health & resource access: 43.1/100
- Environmental quality: 39.6/100
- Safety index: 37.9/100

**Year-over-Year Change:** +2.1 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
45004,Washington County,SC,"## Washington County, South Carolina

**Overall Score: 32.8/100 (At Risk)**

Washington County faces notable challenges that require coordinated intervention. With a population of 464,068 and 38 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 38.3/100
- Health & resource access: 29.1/100
- Environmental quality: 36.0/100
- Safety index: 37.3/100

**Year-over-Year Change:** -1.9 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-27T23:12:38.028607
46001,Jefferson County,SD,"## Jefferson County, South Dakota

**Overall Score: 74.5/100 (Moderate)**

Jefferson County shows solid fundamentals with room for targeted improvement. With a population of 40,653 and 21 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 78.7/100
- Health & resource access: 62.6/100
- Environmental quality: 81.5/100
- Safety index: 74.5/100

**Year-over-Year Change:** -1.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
46002,Franklin County,SD,"## Franklin County, South Dakota

**Overall Score: 48.3/100 (At Risk)**

Franklin County faces notable challenges that require coordinated intervention. With a population of 41,958 and 80 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 49.8/100
- Health & resource access: 47.5/100
- Environmental quality: 62.2/100
- Safety index: 37.2/100

**Year-over-Year Change:** +7.0 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-26T23:12:38.028607
46003,Lincoln County,SD,"## Lincoln County, South Dakota

**Overall Score: 44.6/100 (At Risk)**

Lincoln County faces notable challenges that require coordinated intervention. With a population of 300,227 and 34 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 50.8/100
- Health & resource access: 47.4/100
- Environmental quality: 47.8/100
- Safety index: 40.5/100

**Year-over-Year Change:** +2.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
46004,Madison County,SD,"## Madison County, South Dakota

**Overall Score: 61.6/100 (Moderate)**

Madison County shows solid fundamentals with room for targeted improvement. With a population of 232,993 and 39 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.5/100
- Health & resource access: 63.9/100
- Environmental quality: 60.3/100
- Safety index: 63.3/100

**Year-over-Year Change:** -4.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
47001,Jackson County,TN,"## Jackson County, Tennessee

**Overall Score: 55.3/100 (Moderate)**

Jackson County shows solid fundamentals with room for targeted improvement. With a population of 857,884 and 43 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 59.4/100
- Health & resource access: 58.8/100
- Environmental quality: 58.8/100
- Safety index: 49.8/100

**Year-over-Year Change:** -11.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
47002,Marion County,TN,"## Marion County, Tennessee

**Overall Score: 42.0/100 (At Risk)**

Marion County faces notable challenges that require coordinated intervention. With a population of 190,547 and 49 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 39.9/100
- Health & resource access: 38.2/100
- Environmental quality: 48.0/100
- Safety index: 39.2/100

**Year-over-Year Change:** -4.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-28T23:12:38.028607
47003,Clay County,TN,"## Clay County, Tennessee

**Overall Score: 55.3/100 (Moderate)**

Clay County shows solid fundamentals with room for targeted improvement. With a population of 850,700 and 73 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 59.5/100
- Health & resource access: 53.9/100
- Environmental quality: 54.3/100
- Safety index: 49.0/100

**Year-over-Year Change:** -0.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
47004,Monroe County,TN,"## Monroe County, Tennessee

**Overall Score: 65.9/100 (Moderate)**

Monroe County shows solid fundamentals with room for targeted improvement. With a population of 610,826 and 12 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 69.2/100
- Health & resource access: 61.6/100
- Environmental quality: 56.9/100
- Safety index: 59.8/100

**Year-over-Year Change:** +2.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
48001,Grant County,TX,"## Grant County, Texas

**Overall Score: 68.0/100 (Moderate)**

Grant County shows solid fundamentals with room for targeted improvement. With a population of 624,338 and 26 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 72.0/100
- Health & resource access: 60.8/100
- Environmental quality: 68.5/100
- Safety index: 72.2/100

**Year-over-Year Change:** -3.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
48002,Hamilton County,TX,"## Hamilton County, Texas

**Overall Score: 25.8/100 (At Risk)**

Hamilton County faces notable challenges that require coordinated intervention. With a population of 751,788 and 31 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 25.5/100
- Health & resource access: 29.7/100
- Environmental quality: 17.3/100
- Safety index: 24.4/100

**Year-over-Year Change:** +2.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-27T23:12:38.028607
48003,Greene County,TX,"## Greene County, Texas

**Overall Score: 75.4/100 (Thriving)**

Greene County continues to demonstrate strong outcomes across all pillars. With a population of 325,534 and 71 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 65.9/100
- Health & resource access: 73.3/100
- Environmental quality: 89.2/100
- Safety index: 72.0/100

**Year-over-Year Change:** -0.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
48004,Union County,TX,"## Union County, Texas

**Overall Score: 38.5/100 (At Risk)**

Union County faces notable challenges that require coordinated intervention. With a population of 598,996 and 8 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 32.8/100
- Health & resource access: 43.2/100
- Environmental quality: 50.6/100
- Safety index: 43.7/100

**Year-over-Year Change:** -1.3 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-28T23:12:38.028607
49001,Warren County,UT,"## Warren County, Utah

**Overall Score: 77.2/100 (Thriving)**

Warren County continues to demonstrate strong outcomes across all pillars. With a population of 678,030 and 6 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 80.5/100
- Health & resource access: 62.4/100
- Environmental quality: 72.2/100
- Safety index: 78.0/100

**Year-over-Year Change:** -3.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
49002,Clark County,UT,"## Clark County, Utah

**Overall Score: 49.3/100 (At Risk)**

Clark County faces notable challenges that require coordinated intervention. With a population of 84,517 and 10 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 68.8/100
- Health & resource access: 29.4/100
- Environmental quality: 52.1/100
- Safety index: 47.0/100

**Year-over-Year Change:** -2.2 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-25T23:12:38.028607
49003,Montgomery County,UT,"## Montgomery County, Utah

**Overall Score: 45.6/100 (At Risk)**

Montgomery County faces notable challenges that require coordinated intervention. With a population of 370,147 and 54 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 47.2/100
- Health & resource access: 55.9/100
- Environmental quality: 60.6/100
- Safety index: 36.8/100

**Year-over-Year Change:** +9.9 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-29T23:12:38.028607
49004,Adams County,UT,"## Adams County, Utah

**Overall Score: 46.6/100 (At Risk)**

Adams County faces notable challenges that require coordinated intervention. With a population of 312,309 and 52 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 44.0/100
- Health & resource access: 36.9/100
- Environmental quality: 49.1/100
- Safety index: 46.7/100

**Year-over-Year Change:** +2.1 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
