nces_id,year,state,county_fips,composite_score,education_score,health_score,environment_score,safety_score
550011645,2022,WI,55001,60.2,55.8,70.8,49.4,64.2
550011645,2023,WI,55001,65.9,64.4,79.0,51.0,67.3
550011645,2024,WI,55001,64.8,57.8,84.5,56.8,73.2
150044401,2022,HI,15004,64.6,57.6,63.6,66.9,59.5
150044401,2023,HI,15004,62.2,59.8,65.6,64.9,57.3
150044401,2024,HI,15004,65.1,62.3,67.7,64.4,57.3
190026495,2022,IA,19002,68.8,80.8,47.7,61.5,73.0
190026495,2023,IA,19002,66.6,74.8,44.6,58.9,70.8
190026495,2024,IA,19002,62.4,73.2,43.4,57.9,69.2
060011813,2022,CA,06001,64.8,58.3,62.5,65.6,73.9
060011813,2023,CA,06001,63.9,47.9,57.1,67.5,65.1
060011813,2024,CA,06001,67.2,52.9,57.9,66.2,66.3
090023518,2022,CT,09002,68.8,60.6,66.0,71.8,70.5
090023518,2023,CT,09002,66.6,59.7,66.1,71.7,76.6
090023518,2024,CT,09002,65.4,54.6,70.8,69.2,73.5
280025903,2022,MS,28002,68.7,78.1,92.9,71.0,64.8
280025903,2023,MS,28002,61.6,75.1,82.3,64.3,60.7
280025903,2024,MS,28002,68.1,80.9,86.6,64.1,69.9
360035042,2022,NY,36003,67.7,76.8,73.8,76.2,74.3
360035042,2023,NY,36003,65.7,75.3,65.9,73.7,71.8
360035042,2024,NY,36003,66.6,74.5,67.5,70.2,70.0
420043979,2022,PA,42004,62.9,63.5,61.4,70.8,76.7
420043979,2023,PA,42004,65.5,70.9,61.8,70.7,78.6
420043979,2024,PA,42004,65.6,71.0,53.3,68.3,80.0
490045477,2022,UT,49004,57.3,77.6,57.4,69.5,51.8
490045477,2023,UT,49004,60.7,73.0,54.1,71.2,50.2
490045477,2024,UT,49004,61.4,78.5,60.5,73.5,54.8
050026211,2022,AR,05002,65.9,69.6,62.8,69.2,51.8
050026211,2023,AR,05002,67.8,74.7,65.1,68.7,55.8
050026211,2024,AR,05002,63.3,73.5,59.1,73.2,55.4
330025247,2022,NH,33002,65.9,79.9,49.6,69.8,64.3
330025247,2023,NH,33002,65.6,80.1,47.0,64.5,59.1
330025247,2024,NH,33002,64.4,76.0,46.5,66.5,62.0
410014700,2022,OR,41001,62.1,52.7,52.2,62.1,47.1
410014700,2023,OR,41001,66.2,52.0,51.0,58.3,51.3
410014700,2024,OR,41001,66.9,58.7,52.6,63.8,56.0
130019534,2022,GA,13001,66.1,69.1,68.4,64.6,72.5
130019534,2023,GA,13001,64.1,65.9,65.2,61.0,66.2
130019534,2024,GA,13001,64.0,63.2,54.3,65.9,69.9
180045788,2022,IN,18004,64.9,60.8,73.4,66.0,63.2
180045788,2023,IN,18004,62.6,59.0,70.5,67.9,59.4
180045788,2024,IN,18004,63.0,61.4,70.9,62.4,61.9
250034559,2022,MA,25003,63.5,53.0,56.3,67.4,55.9
250034559,2023,MA,25003,59.6,56.7,55.7,64.3,50.8
250034559,2024,MA,25003,65.5,56.7,54.9,63.6,58.8
370042812,2022,NC,37004,69.5,68.8,72.5,57.7,64.9
370042812,2023,NC,37004,66.0,64.2,66.6,52.9,55.6
370042812,2024,NC,37004,63.6,59.8,62.8,53.8,57.2
050038307,2022,AR,05003,67.6,72.4,55.1,74.7,71.8
050038307,2023,AR,05003,64.3,74.4,55.9,71.3,65.5
050038307,2024,AR,05003,65.1,66.5,42.6,71.0,66.4
330048175,2022,NH,33004,66.0,80.7,67.8,79.8,69.6
330048175,2023,NH,33004,64.4,84.9,64.6,81.8,73.2
330048175,2024,NH,33004,62.4,83.1,63.9,79.8,73.5
090033561,2022,CT,09003,68.6,64.2,66.2,63.5,76.2
090033561,2023,CT,09003,64.8,63.7,66.7,64.4,70.3
090033561,2024,CT,09003,64.6,61.7,66.6,64.7,74.6
390032134,2022,OH,39003,65.2,64.6,57.5,69.3,72.7
390032134,2023,OH,39003,67.0,58.1,57.2,68.7,68.9
390032134,2024,OH,39003,65.4,59.7,65.9,70.2,73.5
480024973,2022,TX,48002,61.4,74.3,77.9,69.0,64.5
480024973,2023,TX,48002,62.8,72.1,87.7,70.8,68.7
480024973,2024,TX,48002,68.9,72.5,80.5,68.9,67.8
020027483,2022,AK,02002,67.4,76.6,71.6,71.6,62.0
020027483,2023,AK,02002,66.4,73.1,67.2,64.0,59.2
020027483,2024,AK,02002,62.7,67.5,63.4,62.6,60.6
550033826,2022,WI,55003,65.7,51.0,53.4,61.6,62.5
550033826,2023,WI,55003,62.3,56.0,49.4,60.8,64.9
550033826,2024,WI,55003,61.6,51.7,50.5,62.4,65.1
020049454,2022,AK,02004,63.2,75.1,50.8,74.6,64.5
020049454,2023,AK,02004,64.1,79.5,47.3,71.6,69.9
020049454,2024,AK,02004,61.3,80.1,50.0,73.6,65.1
080032898,2022,CO,08003,65.0,64.6,64.7,60.6,45.7
080032898,2023,CO,08003,65.5,63.4,66.0,60.9,46.7
080032898,2024,CO,08003,64.1,65.9,68.4,57.6,43.4
460036926,2022,SD,46003,69.8,82.9,56.4,76.7,70.9
460036926,2023,SD,46003,61.4,75.0,54.2,69.4,67.4
460036926,2024,SD,46003,65.3,76.5,58.5,75.3,67.1
560037531,2022,WY,56003,63.7,46.4,52.9,66.3,69.7
560037531,2023,WY,56003,66.0,50.0,57.1,67.5,74.9
560037531,2024,WY,56003,63.4,49.0,56.1,65.3,76.3
120026981,2022,FL,12002,63.7,44.1,66.6,49.7,65.1
120026981,2023,FL,12002,59.9,52.5,68.8,53.2,63.9
120026981,2024,FL,12002,62.7,47.5,65.0,57.9,62.9
150023384,2022,HI,15002,64.3,73.9,62.2,67.6,78.2
150023384,2023,HI,15002,65.9,74.6,67.1,67.4,80.3
150023384,2024,HI,15002,65.9,72.6,63.0,64.8,71.4
540047409,2022,WV,54004,59.9,63.8,46.6,62.1,67.9
540047409,2023,WV,54004,65.6,61.5,50.7,71.3,67.4
540047409,2024,WV,54004,64.9,68.7,41.4,65.1,69.0
060028357,2022,CA,06002,60.7,80.6,67.5,70.1,57.8
060028357,2023,CA,06002,60.0,81.9,71.4,72.1,59.7
060028357,2024,CA,06002,63.3,78.9,67.5,77.2,60.0
370036212,2022,NC,37003,59.6,51.2,57.6,56.1,48.0
370036212,2023,NC,37003,62.9,48.6,54.8,56.9,53.6
370036212,2024,NC,37003,60.0,50.7,56.9,59.3,48.3
460049413,2022,SD,46004,60.2,48.8,52.0,67.5,50.0
460049413,2023,SD,46004,63.2,52.6,50.6,64.8,54.4
460049413,2024,SD,46004,65.6,53.7,55.3,70.1,51.3
480015518,2022,TX,48001,65.4,82.7,68.9,63.4,42.2
480015518,2023,TX,48001,61.3,80.6,74.6,63.3,38.9
480015518,2024,TX,48001,63.9,78.0,69.4,58.6,44.0
510042961,2022,VA,51004,64.0,62.7,48.9,53.7,71.8
510042961,2023,VA,51004,60.5,61.9,50.2,56.0,68.6
510042961,2024,VA,51004,65.4,60.4,49.8,58.0,67.9
020038563,2022,AK,02003,66.0,68.2,62.0,72.1,62.3
020038563,2023,AK,02003,67.9,64.9,62.6,71.5,58.0
020038563,2024,AK,02003,65.6,65.4,65.9,67.5,49.6
080047704,2022,CO,08004,65.9,62.6,55.8,78.9,73.0
080047704,2023,CO,08004,60.0,56.0,54.7,79.1,72.4
080047704,2024,CO,08004,64.2,57.2,53.7,74.5,70.7
340012384,2022,NJ,34001,62.2,75.5,59.1,53.4,56.8
340012384,2023,NJ,34001,60.8,67.4,56.5,56.3,59.0
340012384,2024,NJ,34001,64.5,70.8,57.3,56.4,63.1
480044458,2022,TX,48004,67.3,65.0,66.6,53.1,85.9
480044458,2023,TX,48004,60.3,62.7,62.4,51.3,86.4
480044458,2024,TX,48004,63.2,59.1,62.9,50.0,84.1
500047916,2022,VT,50004,66.3,60.5,82.5,68.8,77.4
500047916,2023,VT,50004,63.4,62.7,80.8,66.4,76.5
500047916,2024,VT,50004,67.1,67.2,72.9,64.7,76.6
270037260,2022,MN,27003,62.0,75.7,71.2,60.5,60.2
270037260,2023,MN,27003,64.8,73.7,71.7,65.6,59.7
270037260,2024,MN,27003,64.0,78.4,75.4,61.4,61.8
100025644,2022,DE,10002,67.1,45.3,70.3,78.2,59.1
100025644,2023,DE,10002,61.4,42.2,70.8,77.0,57.3
100025644,2024,DE,10002,62.8,49.2,70.6,78.6,63.5
190022959,2022,IA,19002,69.0,59.8,64.1,67.9,46.9
190022959,2023,IA,19002,63.2,61.2,58.5,69.9,48.2
190022959,2024,IA,19002,67.0,58.6,63.6,71.5,51.4
020017150,2022,AK,02001,59.9,61.1,51.6,54.5,55.1
020017150,2023,AK,02001,61.3,61.4,58.3,50.3,63.2
020017150,2024,AK,02001,61.9,68.0,57.1,54.3,62.1
150039952,2022,HI,15003,63.5,61.8,57.7,76.2,60.5
150039952,2023,HI,15003,61.0,61.4,48.4,73.2,63.7
150039952,2024,HI,15003,62.1,59.5,55.3,77.1,57.3
080023247,2022,CO,08002,65.3,65.4,54.8,60.8,57.3
080023247,2023,CO,08002,63.6,73.3,46.9,60.1,58.5
080023247,2024,CO,08002,63.4,67.3,54.4,64.2,52.1
320026777,2022,NV,32002,58.8,64.0,63.6,91.3,59.4
320026777,2023,NV,32002,62.1,72.0,72.2,94.3,66.5
320026777,2024,NV,32002,63.7,76.2,67.4,91.4,60.3
390038486,2022,OH,39003,60.6,53.4,61.0,54.8,57.7
390038486,2023,OH,39003,60.3,50.7,62.1,57.3,67.6
390038486,2024,OH,39003,64.8,60.1,67.6,55.0,64.4
550021104,2022,WI,55002,64.8,86.7,57.7,52.8,72.7
550021104,2023,WI,55002,59.7,79.1,53.0,44.0,63.4
550021104,2024,WI,55002,62.7,78.6,54.2,49.7,64.7
560016705,2022,WY,56001,61.2,73.3,62.4,64.0,55.2
560016705,2023,WY,56001,65.8,74.2,62.5,64.9,55.1
560016705,2024,WY,56001,61.9,71.3,64.7,62.2,52.4
040012560,2022,AZ,04001,64.9,73.0,64.7,82.3,62.9
040012560,2023,AZ,04001,64.4,65.2,68.1,75.4,59.7
040012560,2024,AZ,04001,64.3,70.6,58.8,80.7,54.0
090021881,2022,CT,09002,57.6,42.2,47.3,52.5,63.4
090021881,2023,CT,09002,59.3,43.0,49.2,51.3,71.5
090021881,2024,CT,09002,60.4,47.1,47.7,51.8,68.6
150031630,2022,HI,15003,64.6,63.4,54.9,78.5,79.0
150031630,2023,HI,15003,62.4,66.2,55.7,75.7,69.7
150031630,2024,HI,15003,63.2,60.6,46.5,75.4,68.5
300049177,2022,MT,30004,60.7,65.4,46.5,65.0,49.1
300049177,2023,MT,30004,64.2,64.5,53.0,65.8,57.1
300049177,2024,MT,30004,63.6,65.1,61.2,65.4,52.2
370029765,2022,NC,37002,61.1,69.0,81.8,57.1,66.0
370029765,2023,NC,37002,64.5,67.8,66.8,58.9,70.8
370029765,2024,NC,37002,61.4,70.1,75.3,58.1,69.1
410041903,2022,OR,41004,60.3,65.0,59.3,67.9,67.0
410041903,2023,OR,41004,66.1,75.2,62.7,64.7,69.6
410041903,2024,OR,41004,65.8,68.9,63.9,64.6,68.9
480014450,2022,TX,48001,61.5,62.6,56.4,54.8,47.0
480014450,2023,TX,48001,63.8,61.5,63.1,57.9,58.8
480014450,2024,TX,48001,63.1,55.3,58.1,59.5,54.6
060046004,2022,CA,06004,62.9,56.0,68.5,71.5,54.4
060046004,2023,CA,06004,65.0,54.6,68.4,68.4,54.5
060046004,2024,CA,06004,58.9,53.7,74.4,68.4,51.3
310029123,2022,NE,31002,64.5,68.5,64.1,55.6,68.4
310029123,2023,NE,31002,59.9,60.1,71.1,50.6,69.7
310029123,2024,NE,31002,64.2,60.6,68.2,51.5,64.0
340048138,2022,NJ,34004,62.0,60.6,44.7,55.2,64.6
340048138,2023,NJ,34004,62.9,62.5,46.8,52.9,57.5
340048138,2024,NJ,34004,65.6,62.3,50.4,55.9,59.5
010047739,2022,AL,01004,57.7,37.7,57.0,60.7,59.1
010047739,2023,AL,01004,64.0,44.4,60.6,65.5,67.5
010047739,2024,AL,01004,64.4,35.2,68.5,72.6,65.3
340036935,2022,NJ,34003,61.5,80.8,54.9,45.1,52.8
340036935,2023,NJ,34003,66.5,81.9,48.2,52.5,56.4
340036935,2024,NJ,34003,63.2,82.8,51.4,52.1,51.5
510038629,2022,VA,51003,65.3,69.9,79.2,63.0,63.5
510038629,2023,VA,51003,61.7,67.7,78.1,61.6,68.0
510038629,2024,VA,51003,62.3,69.5,78.6,59.3,68.3
090044183,2022,CT,09004,63.9,68.6,42.5,49.9,57.9
090044183,2023,CT,09004,63.3,70.1,41.0,49.1,52.4
090044183,2024,CT,09004,63.6,66.9,37.3,51.0,53.0
100031711,2022,DE,10003,64.0,66.5,53.7,69.1,64.9
100031711,2023,DE,10003,64.1,66.5,58.0,61.9,67.9
100031711,2024,DE,10003,60.4,65.0,51.1,66.8,68.0
370046206,2022,NC,37004,69.2,51.6,70.2,58.4,61.9
370046206,2023,NC,37004,64.6,55.2,72.7,60.6,59.9
370046206,2024,NC,37004,62.1,54.5,66.6,62.4,56.2
560014447,2022,WY,56001,67.6,68.3,77.2,51.7,71.8
560014447,2023,WY,56001,63.4,72.8,74.3,50.1,69.4
560014447,2024,WY,56001,61.1,66.2,75.9,49.6,70.2
200022601,2022,KS,20002,61.7,71.2,71.0,64.4,47.8
200022601,2023,KS,20002,58.4,73.6,69.1,56.5,45.8
200022601,2024,KS,20002,62.0,70.3,68.2,62.0,48.0
360046281,2022,NY,36004,64.8,66.3,62.8,76.8,63.1
360046281,2023,NY,36004,62.9,72.4,67.1,71.7,62.5
360046281,2024,NY,36004,63.3,69.6,67.7,70.7,58.5
210021745,2022,KY,21002,68.1,63.1,69.0,74.6,61.3
210021745,2023,KY,21002,59.2,63.7,69.0,70.7,55.2
210021745,2024,KY,21002,66.5,65.8,63.8,72.7,52.6
210043525,2022,KY,21004,54.4,50.4,36.7,61.0,46.4
210043525,2023,KY,21004,63.4,53.0,41.8,63.1,52.9
210043525,2024,KY,21004,61.9,50.7,35.8,69.4,52.3
370046761,2022,NC,37004,63.3,58.5,46.0,51.3,68.0
370046761,2023,NC,37004,64.2,63.0,47.0,54.5,67.7
370046761,2024,NC,37004,63.4,59.9,44.5,50.9,64.0
550028588,2022,WI,55002,62.8,75.2,59.8,74.2,66.3
550028588,2023,WI,55002,63.8,69.5,55.9,72.8,55.4
550028588,2024,WI,55002,65.2,69.8,58.0,70.5,65.8
010049625,2022,AL,01004,61.9,63.2,52.1,49.3,51.5
010049625,2023,AL,01004,64.4,60.3,52.3,45.8,55.5
010049625,2024,AL,01004,61.0,65.9,52.1,43.8,50.4
080031894,2022,CO,08003,63.5,86.2,63.9,65.8,55.1
080031894,2023,CO,08003,58.1,86.0,68.0,65.8,56.1
080031894,2024,CO,08003,63.4,86.9,68.8,60.6,61.5
180014144,2022,IN,18001,60.5,69.1,72.3,80.8,69.1
180014144,2023,IN,18001,61.0,64.3,68.1,73.7,66.1
180014144,2024,IN,18001,61.0,68.2,70.3,77.5,72.1
240024172,2022,MD,24002,61.6,72.9,64.5,70.7,53.7
240024172,2023,MD,24002,61.3,62.5,63.8,66.3,52.1
240024172,2024,MD,24002,58.5,66.9,59.2,60.0,50.2
490032962,2022,UT,49003,60.2,58.5,54.7,80.7,58.2
490032962,2023,UT,49003,65.7,62.9,55.9,87.1,69.6
490032962,2024,UT,49003,65.9,55.8,52.3,82.0,65.8
170023376,2022,IL,17002,59.4,72.7,52.5,67.4,58.0
170023376,2023,IL,17002,64.1,77.3,48.7,73.9,59.9
170023376,2024,IL,17002,63.5,73.4,49.0,73.2,56.2
320034560,2022,NV,32003,67.9,69.8,74.8,52.7,49.6
320034560,2023,NV,32003,63.8,64.0,76.1,51.8,41.2
320034560,2024,NV,32003,59.4,63.5,71.2,51.6,41.2
460029046,2022,SD,46002,64.4,60.7,55.3,63.7,54.9
460029046,2023,SD,46002,59.4,59.1,51.5,59.6,56.5
460029046,2024,SD,46002,65.1,58.9,54.0,63.4,46.0
010019525,2022,AL,01001,62.8,73.2,51.5,55.3,62.7
010019525,2023,AL,01001,61.5,68.4,46.2,54.4,62.2
010019525,2024,AL,01001,62.0,69.8,53.8,56.0,52.5
280027587,2022,MS,28002,62.8,70.1,74.6,74.1,66.2
280027587,2023,MS,28002,61.4,70.1,65.5,69.2,59.6
280027587,2024,MS,28002,63.3,65.0,69.6,69.5,65.7
160029143,2022,ID,16002,61.9,49.9,78.8,60.2,74.5
160029143,2023,ID,16002,61.1,46.0,68.7,55.4,65.2
160029143,2024,ID,16002,58.1,41.5,71.2,57.7,69.8
180026503,2022,IN,18002,62.8,66.3,65.6,53.4,62.3
180026503,2023,IN,18002,59.4,68.0,73.3,54.0,63.7
180026503,2024,IN,18002,59.5,74.8,68.6,52.6,63.9
290015326,2022,MO,29001,64.4,93.6,75.6,87.1,41.9
290015326,2023,MO,29001,63.5,83.2,67.1,84.8,39.8
290015326,2024,MO,29001,63.3,92.0,74.1,85.6,43.7
060015315,2022,CA,06001,54.8,44.8,58.9,57.2,66.5
060015315,2023,CA,06001,58.2,48.4,63.3,57.9,67.1
060015315,2024,CA,06001,59.4,53.6,59.2,55.4,70.0
180024615,2022,IN,18002,64.0,74.1,60.1,67.7,61.7
180024615,2023,IN,18002,59.4,69.4,51.5,63.7,54.0
180024615,2024,IN,18002,61.0,68.2,53.0,62.5,54.8
480047402,2022,TX,48004,63.8,52.3,76.0,60.0,74.8
480047402,2023,TX,48004,65.6,57.3,78.7,60.3,72.0
480047402,2024,TX,48004,60.4,51.6,77.6,60.2,69.2
510039272,2022,VA,51003,57.7,58.6,59.8,74.6,60.6
510039272,2023,VA,51003,56.2,54.5,65.8,73.6,61.1
510039272,2024,VA,51003,59.6,58.5,67.5,76.3,65.9
550047098,2022,WI,55004,58.7,74.3,57.3,82.1,53.7
550047098,2023,WI,55004,61.7,71.1,49.9,85.3,54.7
550047098,2024,WI,55004,61.5,68.7,53.6,79.4,50.1
220018974,2022,LA,22001,57.8,78.5,56.2,56.7,69.7
220018974,2023,LA,22001,61.2,74.2,56.6,56.1,69.4
220018974,2024,LA,22001,57.1,78.3,60.7,55.3,65.2
320035346,2022,NV,32003,61.7,68.2,54.7,44.8,74.5
320035346,2023,NV,32003,63.4,72.4,54.7,45.3,78.1
320035346,2024,NV,32003,64.5,71.1,56.8,49.5,68.4
330019287,2022,NH,33001,61.4,79.3,52.8,66.3,67.9
330019287,2023,NH,33001,64.9,77.7,50.2,68.3,62.6
330019287,2024,NH,33001,60.4,80.4,41.6,66.9,68.9
360028133,2022,NY,36002,61.3,71.0,87.7,63.8,55.8
360028133,2023,NY,36002,62.6,72.2,83.6,61.8,55.9
360028133,2024,NY,36002,58.5,73.3,83.1,58.9,52.7
040015055,2022,AZ,04001,58.8,74.5,58.2,45.4,56.0
040015055,2023,AZ,04001,62.6,76.0,53.9,45.4,55.4
040015055,2024,AZ,04001,60.8,74.7,52.6,47.4,55.6
420028190,2022,PA,42002,64.5,61.3,58.6,64.7,57.1
420028190,2023,PA,42002,59.0,61.0,60.5,62.2,63.5
420028190,2024,PA,42002,61.3,61.7,56.7,58.9,61.8
540037412,2022,WV,54003,60.6,73.4,59.6,40.0,67.6
540037412,2023,WV,54003,57.3,80.7,51.2,40.5,70.7
540037412,2024,WV,54003,60.7,75.9,57.7,40.2,64.4
560047449,2022,WY,56004,58.0,53.6,60.1,70.0,76.4
560047449,2023,WY,56004,63.3,64.6,59.8,71.4,76.9
560047449,2024,WY,56004,63.2,60.3,55.8,69.8,81.1
470012770,2022,TN,47001,59.8,54.5,49.0,55.4,59.8
470012770,2023,TN,47001,58.8,54.3,49.3,59.9,62.9
470012770,2024,TN,47001,62.5,55.6,48.0,58.4,66.3
090016876,2022,CT,09001,61.7,62.5,52.4,68.7,63.7
090016876,2023,CT,09001,55.7,56.3,50.9,66.4,61.9
090016876,2024,CT,09001,63.2,57.0,49.4,68.9,62.0
420048317,2022,PA,42004,58.2,62.5,67.5,52.1,54.4
420048317,2023,PA,42004,57.9,61.2,65.3,55.3,44.8
420048317,2024,PA,42004,57.3,62.3,69.9,53.9,45.8
490027808,2022,UT,49002,59.9,44.2,46.4,59.6,43.4
490027808,2023,UT,49002,62.7,49.1,46.9,67.0,49.8
490027808,2024,UT,49002,63.5,47.8,45.8,62.2,50.3
290044679,2022,MO,29004,63.9,69.3,56.1,60.5,57.9
290044679,2023,MO,29004,60.9,65.2,50.6,55.2,57.7
290044679,2024,MO,29004,57.6,57.2,48.5,57.7,56.7
410027576,2022,OR,41002,54.5,51.7,47.1,54.7,57.4
410027576,2023,OR,41002,61.2,52.5,47.3,59.1,62.5
410027576,2024,OR,41002,60.1,57.1,42.4,56.0,57.8
040036916,2022,AZ,04003,55.7,57.6,52.6,59.6,68.1
040036916,2023,AZ,04003,63.2,54.3,60.8,60.0,70.3
040036916,2024,AZ,04003,61.1,63.1,59.0,66.9,73.4
120023373,2022,FL,12002,58.7,62.7,51.1,66.1,58.4
120023373,2023,FL,12002,58.8,62.7,59.3,71.1,61.1
120023373,2024,FL,12002,60.1,63.8,53.9,70.4,56.2
170032776,2022,IL,17003,58.3,62.0,50.8,58.3,44.1
170032776,2023,IL,17003,61.6,60.0,55.0,59.3,38.2
170032776,2024,IL,17003,60.1,64.2,48.7,59.5,34.9
320014584,2022,NV,32001,64.9,71.6,74.4,55.1,74.5
320014584,2023,NV,32001,62.5,65.2,67.5,52.6,72.1
320014584,2024,NV,32001,56.4,69.2,71.4,51.2,69.1
450011565,2022,SC,45001,58.4,55.2,60.5,61.9,54.4
450011565,2023,SC,45001,62.1,58.2,64.2,64.5,59.7
450011565,2024,SC,45001,62.2,62.0,60.3,66.3,58.4
510016594,2022,VA,51001,62.0,60.0,63.6,65.9,59.1
510016594,2023,VA,51001,56.4,60.7,57.9,68.5,55.3
510016594,2024,VA,51001,56.6,66.9,59.6,70.0,53.7
250038079,2022,MA,25003,62.1,72.0,55.5,81.1,54.5
250038079,2023,MA,25003,61.5,67.3,53.4,79.9,55.8
250038079,2024,MA,25003,60.6,77.5,58.6,77.6,51.6
440031290,2022,RI,44003,55.5,45.1,52.8,58.6,62.3
440031290,2023,RI,44003,61.5,45.5,54.5,59.5,61.9
440031290,2024,RI,44003,60.4,45.7,54.1,56.2,61.8
150045659,2022,HI,15004,58.8,49.7,73.1,49.2,55.0
150045659,2023,HI,15004,58.2,53.4,72.4,46.8,59.2
150045659,2024,HI,15004,60.5,52.4,69.8,50.8,59.5
190048777,2022,IA,19004,62.1,71.0,80.1,79.9,68.7
190048777,2023,IA,19004,60.7,66.3,80.5,79.0,62.4
190048777,2024,IA,19004,60.0,66.5,77.2,75.2,67.9
130038258,2022,GA,13003,54.7,49.6,60.0,72.4,51.2
130038258,2023,GA,13003,59.2,50.2,63.8,70.8,53.3
130038258,2024,GA,13003,61.1,54.1,63.8,71.1,55.9
190025742,2022,IA,19002,63.6,54.9,53.5,71.2,56.4
190025742,2023,IA,19002,60.6,58.0,55.9,73.5,56.4
190025742,2024,IA,19002,63.4,54.4,52.2,71.1,57.8
500045842,2022,VT,50004,62.7,43.1,68.9,50.6,52.0
500045842,2023,VT,50004,55.3,44.0,67.0,53.7,46.8
500045842,2024,VT,50004,60.9,43.2,64.4,54.5,44.1
040043877,2022,AZ,04004,57.6,43.2,63.7,65.1,63.2
040043877,2023,AZ,04004,55.3,40.1,59.9,62.7,57.9
040043877,2024,AZ,04004,59.9,42.2,61.7,62.7,59.4
120041118,2022,FL,12004,58.5,54.1,70.8,65.5,43.5
120041118,2023,FL,12004,60.0,50.3,72.6,65.4,44.1
120041118,2024,FL,12004,61.4,53.5,71.1,64.9,49.4
530013336,2022,WA,53001,59.9,59.9,49.8,64.0,61.8
530013336,2023,WA,53001,59.1,62.0,45.0,59.2,54.4
530013336,2024,WA,53001,58.1,57.2,42.9,63.0,61.9
220036959,2022,LA,22003,55.0,42.4,55.1,60.5,55.8
220036959,2023,LA,22003,57.3,46.9,56.7,63.5,54.3
220036959,2024,LA,22003,56.3,50.8,65.0,63.7,59.3
400041420,2022,OK,40004,60.8,53.2,60.7,55.5,66.9
400041420,2023,OK,40004,57.1,56.5,58.8,53.0,64.2
400041420,2024,OK,40004,58.9,49.9,58.7,54.6,60.8
160038132,2022,ID,16003,56.5,52.6,49.8,53.6,64.2
160038132,2023,ID,16003,56.7,57.0,44.2,53.9,61.4
160038132,2024,ID,16003,58.9,57.9,50.6,60.8,64.2
290038022,2022,MO,29003,56.7,45.8,75.3,69.9,47.0
290038022,2023,MO,29003,60.7,56.7,71.7,70.6,47.4
290038022,2024,MO,29003,56.3,46.4,79.8,71.3,47.5
200035702,2022,KS,20003,58.8,43.6,23.4,59.0,47.0
200035702,2023,KS,20003,59.5,51.5,27.2,64.2,43.3
200035702,2024,KS,20003,59.1,49.5,25.4,62.1,47.9
230015320,2022,ME,23001,56.8,52.3,65.9,66.1,67.1
230015320,2023,ME,23001,59.7,50.5,67.4,67.4,73.4
230015320,2024,ME,23001,60.5,50.5,68.5,68.1,63.9
270049625,2022,MN,27004,62.7,68.4,69.6,67.7,65.6
270049625,2023,MN,27004,58.2,59.6,68.7,61.5,55.8
270049625,2024,MN,27004,60.9,65.8,66.9,64.1,57.6
360038585,2022,NY,36003,63.6,43.5,62.0,73.1,70.9
360038585,2023,NY,36003,59.5,43.5,62.4,67.4,70.8
360038585,2024,NY,36003,59.9,47.5,61.4,69.2,66.0
370017165,2022,NC,37001,57.3,35.7,64.4,46.5,51.7
370017165,2023,NC,37001,58.5,36.4,66.2,50.8,53.0
370017165,2024,NC,37001,61.2,39.8,66.3,45.1,48.9
080044850,2022,CO,08004,61.3,55.9,54.0,64.8,47.0
080044850,2023,CO,08004,59.2,54.1,56.8,60.2,44.9
080044850,2024,CO,08004,60.6,54.3,54.0,60.2,45.3
130011979,2022,GA,13001,59.0,51.5,64.3,76.8,57.7
130011979,2023,GA,13001,57.4,46.3,66.9,77.3,60.7
130011979,2024,GA,13001,58.6,49.6,61.6,70.5,55.8
380013644,2022,ND,38001,60.6,59.6,69.2,63.2,42.0
380013644,2023,ND,38001,61.3,60.9,75.9,67.3,51.3
380013644,2024,ND,38001,61.9,57.6,69.2,62.2,48.3
480029058,2022,TX,48002,59.9,50.3,45.3,57.6,60.4
480029058,2023,TX,48002,61.7,52.3,53.9,53.2,63.1
480029058,2024,TX,48002,56.4,49.5,40.7,53.6,63.4
090044842,2022,CT,09004,54.3,52.3,45.0,53.7,55.3
090044842,2023,CT,09004,53.2,53.5,41.4,51.6,64.9
090044842,2024,CT,09004,57.2,56.8,44.7,50.5,58.0
310039378,2022,NE,31003,61.3,51.1,72.2,68.3,56.7
310039378,2023,NE,31003,59.6,48.5,72.1,63.7,45.2
310039378,2024,NE,31003,60.6,49.1,67.8,62.3,48.0
470028409,2022,TN,47002,57.0,57.0,52.2,67.5,34.4
470028409,2023,TN,47002,55.9,51.2,53.0,64.9,38.0
470028409,2024,TN,47002,56.7,53.8,59.5,65.5,44.4
480049115,2022,TX,48004,54.2,51.9,69.3,61.5,65.3
480049115,2023,TX,48004,59.6,53.1,74.6,60.3,65.1
480049115,2024,TX,48004,58.0,47.0,70.1,57.3,64.8
560041408,2022,WY,56004,55.8,50.2,52.6,50.2,61.5
560041408,2023,WY,56004,63.8,60.0,57.4,55.0,63.4
560041408,2024,WY,56004,59.1,56.5,56.6,54.3,58.5
060039462,2022,CA,06003,57.4,45.5,48.5,51.2,59.9
060039462,2023,CA,06003,60.8,45.5,56.2,58.7,60.0
060039462,2024,CA,06003,61.0,44.6,56.5,54.0,63.3
450027402,2022,SC,45002,60.3,60.3,57.4,61.8,57.3
450027402,2023,SC,45002,58.2,61.1,63.7,62.1,61.8
